image_id,category_id,category_name,correlation
2007_001311,14,person,0.4476217798657851
2007_001321,6,car,0.800955583116619
2007_001340,8,chair,0.5158806534355893
2007_001340,11,dog,0.5158806534355893
2007_001340,14,person,0.5158806534355893
2007_001377,0,aeroplane,0.12949310439520573
2007_001397,11,dog,0.49444111081733216
2007_001408,4,bottle,0.5988128452572722
2007_001408,15,pottedplant,0.5988128452572722
2007_001408,14,person,0.5988128452572722
2007_001416,16,sheep,0.5099699695147173
2007_001420,12,horse,0.5586573052973887
2007_001420,15,pottedplant,0.5586573052973887
2007_001420,14,person,0.5586573052973887
2007_001423,14,person,0.5227748305116645
2007_001430,19,tvmonitor,0.5333555336502422
2007_001430,15,pottedplant,0.5333555336502422
2007_001430,14,person,0.5333555336502422
2007_001430,10,diningtable,0.5333555336502422
2007_001439,8,chair,0.2360137898670601
2007_001439,10,diningtable,0.2360137898670601
2007_001457,8,chair,0.5397539551914139
2007_001457,17,sofa,0.5397539551914139
2007_001458,17,sofa,0.6393570555431836
2007_001487,3,boat,0.07043387911081955
2007_001526,14,person,0.22727199546645663
2007_001558,14,person,0.6491631188501134
2007_001568,0,aeroplane,0.3291408986187286
2007_001583,14,person,0.45329336045755547
2007_001585,17,sofa,0.6187454070185151
2007_001585,4,bottle,0.6187454070185151
2007_001585,14,person,0.6187454070185151
2007_001586,12,horse,0.6283291355969026
2007_001586,14,person,0.6283291355969026
2007_001587,1,bicycle,0.14346226633425851
2007_001594,11,dog,0.5046781461280225
2007_001594,14,person,0.5046781461280225
2007_001594,16,sheep,0.5046781461280225
2007_001595,5,bus,0.6395539007790924
2007_001602,4,bottle,0.27011124618226695
2007_001609,8,chair,0.42253110345342837
2007_001609,10,diningtable,0.42253110345342837
2007_001627,14,person,0.5741337542896463
2007_001630,1,bicycle,0.5070674061059055
2007_001630,14,person,0.5070674061059055
2007_001667,14,person,0.407463711388957
2007_001677,8,chair,0.20787350443135966
2007_001677,10,diningtable,0.20787350443135966
2007_001678,8,chair,0.3467292227424822
2007_001678,19,tvmonitor,0.3467292227424822
2007_001678,14,person,0.3467292227424822
2007_001686,14,person,0.6511446274280841
2007_001698,3,boat,0.6942716981297026
2007_001704,19,tvmonitor,0.7650268694336992
2007_001709,14,person,0.35106565437162346
2007_001709,13,motorbike,0.35106565437162346
2007_001717,8,chair,0.39443466472408134
2007_001717,19,tvmonitor,0.39443466472408134
2007_001717,14,person,0.39443466472408134
2007_001724,12,horse,0.6309940037441713
2007_001733,16,sheep,0.30954400007593424
2007_001761,0,aeroplane,0.7655530675468094
2007_001763,7,cat,0.40068964258550815
2007_001763,19,tvmonitor,0.40068964258550815
2007_001763,11,dog,0.40068964258550815
2007_001763,17,sofa,0.40068964258550815
2007_001764,9,cow,0.39317375276724165
2007_001774,7,cat,0.5834941778131314
2007_001825,7,cat,0.44903559188304576
2007_001825,11,dog,0.44903559188304576
2007_001834,10,diningtable,0.3605448303893489
2007_001857,14,person,-0.06594402493749844
2007_001857,6,car,-0.06594402493749844
2007_001872,16,sheep,0.66445417321561
2007_001884,5,bus,0.4641934987254419
2007_001884,0,aeroplane,0.4641934987254419
2007_001901,8,chair,0.2773343102960263
2007_001901,17,sofa,0.2773343102960263
2007_001901,10,diningtable,0.2773343102960263
2007_001917,9,cow,0.25646045183556426
2007_001955,12,horse,0.2809906870127919
2007_001960,12,horse,0.6176138064735025
2007_002024,5,bus,0.7196728150128607
2007_002024,14,person,0.7196728150128607
2007_002046,12,horse,0.5961866287806995
2007_002055,17,sofa,0.4183604963003812
2007_002055,11,dog,0.4183604963003812
2007_002055,14,person,0.4183604963003812
2007_002079,14,person,0.5503161098135401
2007_002088,9,cow,0.15938720866469042
2007_002094,2,bird,0.4558898746401939
2007_002099,0,aeroplane,0.7155895144062571
2007_002105,14,person,0.6613558886880663
2007_002105,13,motorbike,0.6613558886880663
2007_002107,0,aeroplane,0.03892849487535712
2007_002119,19,tvmonitor,0.3735123703243787
2007_002119,14,person,0.3735123703243787
2007_002120,14,person,0.6939407440800782
2007_002120,2,bird,0.6939407440800782
2007_002132,19,tvmonitor,0.29342127273325486
2007_002142,14,person,0.538473620884182
2007_002198,0,aeroplane,0.3966325247158062
2007_002212,2,bird,0.5714303045013914
2007_002216,5,bus,0.7683911706235678
2007_002227,1,bicycle,0.4267287949227422
2007_002227,19,tvmonitor,0.4267287949227422
2007_002234,3,boat,0.43833617726845614
2007_002260,13,motorbike,0.5554287654322599
2007_002262,14,person,0.6514266699234167
2007_002266,0,aeroplane,0.5235104317987108
2007_002268,7,cat,0.2863473691646039
2007_002268,11,dog,0.2863473691646039
2007_002268,17,sofa,0.2863473691646039
2007_002273,12,horse,0.5046057999687646
2007_002273,14,person,0.5046057999687646
2007_002281,14,person,0.715988066231626
2007_002281,6,car,0.715988066231626
2007_002284,15,pottedplant,0.3782324795379107
2007_002293,14,person,0.5665759046186618
2007_002344,14,person,0.43794615061392905
2007_002361,15,pottedplant,0.1483960902090255
2007_002361,14,person,0.1483960902090255
2007_002368,8,chair,0.3153370350469428
2007_002368,17,sofa,0.3153370350469428
2007_002368,10,diningtable,0.3153370350469428
2007_002370,6,car,0.18162148196890418
2007_002370,14,person,0.18162148196890418
2007_002376,0,aeroplane,0.635887076918014
2007_002378,15,pottedplant,0.16733460103945044
2007_002378,14,person,0.16733460103945044
2007_002387,9,cow,0.3575461628873446
2007_002387,14,person,0.3575461628873446
2007_002400,2,bird,0.45729864484151495
2007_002403,3,boat,0.23678862434738454
2007_002403,14,person,0.23678862434738454
2007_002403,2,bird,0.23678862434738454
2007_002412,2,bird,0.22007016951693326
2007_002426,17,sofa,0.1801009062713894
2007_002426,14,person,0.1801009062713894
2007_002427,15,pottedplant,0.40220019201958485
2007_002427,17,sofa,0.40220019201958485
2007_002445,7,cat,0.6057598104753457
2007_002462,18,train,0.4726342764048266
2007_002470,7,cat,0.6282979854265548
2007_002488,14,person,0.39562750935986934
2007_002488,13,motorbike,0.39562750935986934
2007_002539,5,bus,-0.0846214894422122
2007_002539,14,person,-0.0846214894422122
2007_002545,4,bottle,0.35264990324463136
2007_002545,14,person,0.35264990324463136
2007_002545,17,sofa,0.35264990324463136
2007_002565,18,train,0.7047895708581682
2007_002565,14,person,0.7047895708581682
2007_002597,7,cat,0.5712634377787227
2007_002597,11,dog,0.5712634377787227
2007_002611,11,dog,0.30947405599518174
2007_002611,14,person,0.30947405599518174
2007_002618,16,sheep,0.5594357114362276
2007_002619,0,aeroplane,0.6966831210662806
2007_002624,14,person,0.5797301439502803
2007_002624,10,diningtable,0.5797301439502803
2007_002639,14,person,0.44182223555981437
2007_002643,14,person,0.3323656813865813
2007_002643,6,car,0.3323656813865813
2007_002643,13,motorbike,0.3323656813865813
2007_002648,16,sheep,0.5727734039234537
2007_002668,15,pottedplant,0.3868689320011962
2007_002668,14,person,0.3868689320011962
2007_002668,10,diningtable,0.3868689320011962
2007_002669,9,cow,0.3827072688860534
2007_002669,14,person,0.3827072688860534
2007_002719,3,boat,0.6757859419987498
2007_002719,14,person,0.6757859419987498
2007_002728,18,train,0.05361314955269166
2007_002728,14,person,0.05361314955269166
2007_002760,7,cat,0.44040485331098633
2007_002789,9,cow,0.27564012140798877
2007_002789,14,person,0.27564012140798877
2007_002789,6,car,0.27564012140798877
2007_002823,14,person,0.5847955940687736
2007_002823,13,motorbike,0.5847955940687736
2007_002824,14,person,0.4907314800779644
2007_002845,16,sheep,0.3122394277015399
2007_002852,11,dog,0.5902261690652862
2007_002895,14,person,0.22661947449591754
2007_002896,2,bird,0.4746294388447384
2007_002903,9,cow,0.2335274742226973
2007_002914,14,person,0.2505641709401272
2007_002914,10,diningtable,0.2505641709401272
2007_002953,4,bottle,0.5697610357932015
2007_002953,19,tvmonitor,0.5697610357932015
2007_002954,14,person,0.3939036184340653
2007_002967,15,pottedplant,0.33678001916181943
2007_003000,0,aeroplane,0.351103148915464
2007_003011,8,chair,0.3381536853591532
2007_003011,19,tvmonitor,0.3381536853591532
2007_003011,17,sofa,0.3381536853591532
2007_003011,10,diningtable,0.3381536853591532
2007_003020,15,pottedplant,0.5555918859947543
2007_003020,14,person,0.5555918859947543
2007_003022,12,horse,0.5874236265503571
2007_003022,14,person,0.5874236265503571
2007_003051,6,car,0.743401752982157
2007_003088,4,bottle,0.6375623359004686
2007_003088,14,person,0.6375623359004686
2007_003091,14,person,0.46582956765812294
2007_003101,5,bus,0.31022764781470624
2007_003101,6,car,0.31022764781470624
2007_003104,14,person,0.45239800389536744
2007_003106,7,cat,0.3508485430007387
2007_003106,14,person,0.3508485430007387
2007_003110,11,dog,0.42626138063023405
2007_003118,14,person,0.6715691255209555
2007_003118,2,bird,0.6715691255209555
2007_003131,3,boat,0.2858887696060369
2007_003134,14,person,0.4638972467486165
2007_003137,5,bus,0.7642480794629134
2007_003143,6,car,0.7786650609964851
2007_003169,7,cat,0.600467650752433
2007_003169,17,sofa,0.600467650752433
2007_003178,18,train,0.44355210174158827
2007_003188,1,bicycle,0.18910770483498796
2007_003188,14,person,0.18910770483498796
2007_003189,12,horse,0.502535083961197
2007_003189,15,pottedplant,0.502535083961197
2007_003189,14,person,0.502535083961197
2007_003190,16,sheep,0.5900907786380218
2007_003191,14,person,0.5136052550938469
2007_003194,11,dog,0.44420701660059764
2007_003195,5,bus,0.45553566284579966
2007_003195,6,car,0.45553566284579966
2007_003201,9,cow,0.597977304099279
2007_003205,8,chair,0.4972859061615076
2007_003205,14,person,0.4972859061615076
2007_003207,4,bottle,0.3545949257898948
2007_003226,14,person,0.5692431610940171
2007_003251,8,chair,0.5923410774272411
2007_003251,10,diningtable,0.5923410774272411
2007_003267,2,bird,0.7240763542152535
2007_003286,18,train,0.6945953184308067
2007_003329,14,person,0.3024664298254989
2007_003330,2,bird,0.3119010328934533
2007_003349,2,bird,0.7070666181376811
2007_003367,15,pottedplant,0.351385965441453
2007_003367,14,person,0.351385965441453
2007_003367,13,motorbike,0.351385965441453
2007_003373,11,dog,0.16036982912159775
2007_003373,14,person,0.16036982912159775
2007_003431,4,bottle,0.4756681408728383
2007_003431,14,person,0.4756681408728383
2007_003451,4,bottle,0.32707439725201404
2007_003451,8,chair,0.32707439725201404
2007_003451,19,tvmonitor,0.32707439725201404
2007_003451,17,sofa,0.32707439725201404
2007_003499,18,train,0.7906756707979223
2007_003503,14,person,0.6792793517818695
2007_003503,5,bus,0.6792793517818695
2007_003503,6,car,0.6792793517818695
2007_003506,15,pottedplant,0.433685475732938
2007_003525,7,cat,0.6509780790826979
2007_003529,14,person,0.29251433673128263
2007_003529,10,diningtable,0.29251433673128263
2007_003530,14,person,0.5660810581016882
2007_003530,17,sofa,0.5660810581016882
2007_003541,8,chair,0.32926231096046127
2007_003541,14,person,0.32926231096046127
2007_003565,2,bird,0.2857514980763781
2007_003571,3,boat,0.3872520865151396
2007_003580,14,person,0.2715989083694977
2007_003581,14,person,0.022334784708171164
2007_003587,18,train,0.709463627723752
2007_003587,6,car,0.709463627723752
2007_003593,16,sheep,0.5845643982987754
2007_003604,19,tvmonitor,0.6084453864673317
2007_003604,11,dog,0.6084453864673317
2007_003611,12,horse,0.13148174223548095
2007_003611,14,person,0.13148174223548095
2007_003621,1,bicycle,0.4409121765145681
2007_003621,5,bus,0.4409121765145681
2007_003621,14,person,0.4409121765145681
2007_003659,14,person,0.1866060876906356
2007_003668,10,diningtable,0.6465134324918285
2007_003682,2,bird,0.08473285580191588
2007_003711,14,person,0.7370259727261018
2007_003711,5,bus,0.7370259727261018
2007_003711,6,car,0.7370259727261018
2007_003714,16,sheep,0.4673512827909125
2007_003715,5,bus,0.7749422013657349
2007_003742,14,person,0.471570907070303
2007_003742,10,diningtable,0.471570907070303
2007_003745,14,person,0.37365156989355397
2007_003747,14,person,0.49517835373877994
2007_003778,7,cat,0.5865783029197719
2007_003778,15,pottedplant,0.5865783029197719
2007_003786,5,bus,0.513894054990827
2007_003788,7,cat,0.2727459828773437
2007_003788,8,chair,0.2727459828773437
2007_003815,14,person,0.5612055722915746
2007_003815,6,car,0.5612055722915746
2007_003831,14,person,0.14811868178013154
2007_003841,9,cow,0.4173815077073729
2007_003848,18,train,0.6881274160986
2007_003861,3,boat,0.5666408986568785
2007_003872,11,dog,0.362598513224125
2007_003876,0,aeroplane,0.17996630005649478
2007_003889,12,horse,0.31109515701889545
2007_003889,8,chair,0.31109515701889545
2007_003889,14,person,0.31109515701889545
2007_003910,3,boat,0.5459452038589371
2007_003910,14,person,0.5459452038589371
2007_003917,6,car,0.7508415334380231
2007_003957,18,train,0.6773010207825403
2007_003991,7,cat,0.5974752062256509
2007_004000,14,person,0.41852572149899564
2007_004003,13,motorbike,0.6102341875819945
2007_004009,0,aeroplane,0.46392981880177603
2007_004033,14,person,0.5771880482166495
2007_004033,13,motorbike,0.5771880482166495
2007_004049,14,person,0.06448785184718066
2007_004052,0,aeroplane,0.6091158597763634
2007_004065,5,bus,0.7450843300413136
2007_004065,14,person,0.7450843300413136
2007_004081,9,cow,0.346397078363827
2007_004081,15,pottedplant,0.346397078363827
2007_004092,14,person,0.7573714707191278
2007_004112,11,dog,0.4360589624436452
2007_004112,14,person,0.4360589624436452
2007_004121,15,pottedplant,0.4111876307056547
2007_004121,14,person,0.4111876307056547
2007_004133,14,person,0.0291263123087612
2007_004143,2,bird,0.7055614706417728
2007_004166,17,sofa,0.32061611474989293
2007_004166,8,chair,0.32061611474989293
2007_004166,19,tvmonitor,0.32061611474989293
2007_004166,11,dog,0.32061611474989293
2007_004166,10,diningtable,0.32061611474989293
2007_004189,11,dog,0.47503827816811633
2007_004190,19,tvmonitor,0.4237623391673863
2007_004193,4,bottle,0.1506969404988052
2007_004193,8,chair,0.1506969404988052
2007_004193,19,tvmonitor,0.1506969404988052
2007_004197,14,person,0.6803274534586706
2007_004238,14,person,0.4405989711821547
2007_004241,3,boat,0.710099787390093
2007_004265,14,person,0.5727417262967408
2007_004275,15,pottedplant,0.6805609446942219
2007_004275,14,person,0.6805609446942219
2007_004275,13,motorbike,0.6805609446942219
2007_004281,18,train,0.5985992753427533
2007_004281,14,person,0.5985992753427533
2007_004289,19,tvmonitor,0.6015999127509376
2007_004289,14,person,0.6015999127509376
2007_004291,4,bottle,0.40544327975409855
2007_004291,14,person,0.40544327975409855
2007_004328,14,person,0.36627069116925903
2007_004380,14,person,0.4912589855769588
2007_004380,13,motorbike,0.4912589855769588
2007_004392,8,chair,0.2956921199192464
2007_004392,15,pottedplant,0.2956921199192464
2007_004392,14,person,0.2956921199192464
2007_004397,14,person,0.5622521494571278
2007_004405,8,chair,0.5834649800763109
2007_004405,10,diningtable,0.5834649800763109
2007_004423,16,sheep,0.7186832259738171
2007_004454,14,person,0.5990736969171099
2007_004459,0,aeroplane,0.493110121928298
2007_004459,14,person,0.493110121928298
2007_004468,4,bottle,0.5461792622386544
2007_004476,4,bottle,0.5434810044253214
2007_004476,14,person,0.5434810044253214
2007_004481,14,person,0.5429706339843093
2007_004481,6,car,0.5429706339843093
2007_004483,18,train,0.6922913075481533
2007_004500,9,cow,0.40437732489255585
2007_004510,8,chair,0.11879986514706083
2007_004510,19,tvmonitor,0.11879986514706083
2007_004517,14,person,0.2875699434750535
2007_004537,12,horse,0.6569273711548002
2007_004537,9,cow,0.6569273711548002
2007_004537,14,person,0.6569273711548002
2007_004538,12,horse,0.5039140870680939
2007_004538,14,person,0.5039140870680939
2007_004558,15,pottedplant,0.3843835114181587
2007_004627,18,train,0.27493654443267146
2007_004644,11,dog,0.21835206837183452
2007_004649,18,train,0.6869993080919408
2007_004663,18,train,0.4731656457172137
2007_004705,5,bus,0.21017519378740454
2007_004705,6,car,0.21017519378740454
2007_004707,15,pottedplant,0.12161640325702472
2007_004707,14,person,0.12161640325702472
2007_004712,15,pottedplant,0.40210308389174165
2007_004712,4,bottle,0.40210308389174165
2007_004712,8,chair,0.40210308389174165
2007_004712,14,person,0.40210308389174165
2007_004712,10,diningtable,0.40210308389174165
2007_004713,14,person,0.4294002665920269
2007_004722,12,horse,0.4537042870131902
2007_004722,14,person,0.4537042870131902
2007_004768,16,sheep,0.5892198683356555
2007_004769,1,bicycle,0.18147127055556816
2007_004769,14,person,0.18147127055556816
2007_004770,14,person,0.71438052517428
2007_004795,14,person,0.5223586480100161
2007_004810,14,person,0.3401707249285081
2007_004810,6,car,0.3401707249285081
2007_004830,14,person,0.6291491340930537
2007_004830,6,car,0.6291491340930537
2007_004831,14,person,0.5839822547590674
2007_004841,0,aeroplane,0.21059512014871548
2007_004856,7,cat,0.7460420763300472
2007_004866,7,cat,0.5965001361293745
2007_004902,12,horse,0.6856340562772318
2007_004902,14,person,0.6856340562772318
2007_004948,15,pottedplant,0.5677607048409192
2007_004951,18,train,0.7629163124112235
2007_004969,16,sheep,0.42466530532089247
2007_004988,0,aeroplane,0.5334168483575664
2007_004998,7,cat,0.3999758632976674
2007_005019,14,person,0.4338974008146568
2007_005043,0,aeroplane,0.29436041096462623
2007_005058,16,sheep,0.02643764673600904
2007_005064,1,bicycle,0.489008044076334
2007_005064,14,person,0.489008044076334
2007_005074,3,boat,0.4426506428888707
2007_005074,6,car,0.4426506428888707
2007_005074,2,bird,0.4426506428888707
2007_005086,8,chair,0.4645788786162775
2007_005086,14,person,0.4645788786162775
2007_005086,10,diningtable,0.4645788786162775
2007_005107,1,bicycle,0.3407321864208012
2007_005107,14,person,0.3407321864208012
2007_005114,12,horse,0.43147450366735207
2007_005114,9,cow,0.43147450366735207
2007_005114,14,person,0.43147450366735207
2007_005124,9,cow,0.1756742851081436
2007_005124,14,person,0.1756742851081436
2007_005130,2,bird,0.5472666173310959
2007_005144,14,person,0.21760608199648157
2007_005149,11,dog,0.7214941838828373
2007_005173,14,person,0.3779763076392715
2007_005173,13,motorbike,0.3779763076392715
2007_005206,14,person,0.3830748007226462
2007_005210,19,tvmonitor,0.31798929008310717
2007_005212,8,chair,0.12355061606942555
2007_005212,17,sofa,0.12355061606942555
2007_005212,13,motorbike,0.12355061606942555
2007_005227,14,person,0.5681677763002677
2007_005248,12,horse,0.03556726091043549
2007_005248,14,person,0.03556726091043549
2007_005262,5,bus,0.6316040487193803
2007_005262,6,car,0.6316040487193803
2007_005264,2,bird,0.2710725140906288
2007_005266,8,chair,0.09205718644086966
2007_005266,15,pottedplant,0.09205718644086966
2007_005266,17,sofa,0.09205718644086966
2007_005273,14,person,0.6957841671679021
2007_005273,1,bicycle,0.6957841671679021
2007_005273,6,car,0.6957841671679021
2007_005281,1,bicycle,0.5370909464010941
2007_005281,14,person,0.5370909464010941
2007_005294,4,bottle,0.6387226109264523
2007_005296,14,person,-0.18946130509358322
2007_005296,6,car,-0.18946130509358322
2007_005304,4,bottle,0.44729897288060194
2007_005304,14,person,0.44729897288060194
2007_005310,14,person,0.5832661091535266
2007_005314,13,motorbike,0.6550795695505576
2007_005331,12,horse,0.5975905770797583
2007_005331,6,car,0.5975905770797583
2007_005331,14,person,0.5975905770797583
2007_005354,14,person,0.563650604876224
2007_005354,13,motorbike,0.563650604876224
2007_005358,3,boat,-0.007956486851723659
2007_005358,0,aeroplane,-0.007956486851723659
2007_005360,18,train,0.7563797956761679
2007_005368,1,bicycle,0.5426393473968605
2007_005368,14,person,0.5426393473968605
2007_005405,14,person,0.7014395851220301
2007_005425,14,person,0.7161163673157066
2007_005428,4,bottle,0.39661854732643537
2007_005430,4,bottle,0.37461240409296226
2007_005430,1,bicycle,0.37461240409296226
2007_005430,14,person,0.37461240409296226
2007_005450,14,person,0.5792817262137229
2007_005460,7,cat,0.4164864938258075
2007_005469,16,sheep,0.4667220942020818
2007_005509,6,car,0.6112884140536329
2007_005509,0,aeroplane,0.6112884140536329
2007_005509,14,person,0.6112884140536329
2007_005527,14,person,0.29713795062090753
2007_005547,14,person,0.5902253134937676
2007_005547,9,cow,0.5902253134937676
2007_005547,6,car,0.5902253134937676
2007_005600,0,aeroplane,0.22991421152562197
2007_005600,14,person,0.22991421152562197
2007_005608,14,person,0.6602652864905771
2007_005608,13,motorbike,0.6602652864905771
2007_005626,18,train,0.7307846032944824
2007_005647,8,chair,0.4084105498044853
2007_005647,17,sofa,0.4084105498044853
2007_005647,10,diningtable,0.4084105498044853
2007_005657,14,person,0.23312258881906917
2007_005688,7,cat,0.6387074789811159
2007_005689,18,train,0.5807426620945919
2007_005691,14,person,0.12638289162796845
2007_005695,14,person,0.6995874861269907
2007_005696,11,dog,0.47075102497007376
2007_005702,1,bicycle,0.6202548767838907
2007_005702,14,person,0.6202548767838907
2007_005705,3,boat,0.38295262402066743
2007_005748,14,person,0.5931553985389544
2007_005759,14,person,0.46602169853340525
2007_005759,13,motorbike,0.46602169853340525
2007_005764,14,person,0.4503235425409297
2007_005790,14,person,0.7570648431937993
2007_005790,10,diningtable,0.7570648431937993
2007_005797,9,cow,0.2553453889513293
2007_005797,14,person,0.2553453889513293
2007_005803,10,diningtable,0.29417118602463854
2007_005813,15,pottedplant,0.4773645480066204
2007_005828,0,aeroplane,0.6511143244475073
2007_005844,8,chair,0.3584947555453139
2007_005844,10,diningtable,0.3584947555453139
2007_005845,7,cat,0.6309289958289718
2007_005845,14,person,0.6309289958289718
2007_005857,15,pottedplant,0.4978863407059391
2007_005859,14,person,0.3276287286101381
2007_005878,13,motorbike,0.5570040669247504
2007_005896,14,person,0.5830936414650255
2007_005902,19,tvmonitor,0.5317382502324632
2007_005911,5,bus,0.45560704276584507
2007_005915,16,sheep,0.5930292220890537
2007_005951,14,person,0.7194105570886182
2007_005951,13,motorbike,0.7194105570886182
2007_005969,14,person,0.5638052037505441
2007_005971,14,person,0.5092943288187213
2007_005972,14,person,0.4224296054366289
2007_005978,5,bus,0.510507780582853
2007_005988,6,car,0.3925118750450347
2007_005988,11,dog,0.3925118750450347
2007_005988,14,person,0.3925118750450347
2007_005989,14,person,0.7153254346605812
2007_005989,13,motorbike,0.7153254346605812
2007_006004,8,chair,0.6281979218055483
2007_006004,14,person,0.6281979218055483
2007_006028,1,bicycle,0.1230289375810128
2007_006028,14,person,0.1230289375810128
2007_006035,6,car,0.06571580018644886
2007_006046,3,boat,0.5122319552076728
2007_006066,8,chair,0.48748644684970505
2007_006066,19,tvmonitor,0.48748644684970505
2007_006066,17,sofa,0.48748644684970505
2007_006076,14,person,0.6809994228283358
2007_006076,2,bird,0.6809994228283358
